"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Sønderborg";146201;149618;159297;167262;173083;179186;186869;190356;200097;208630;210252;212368;223900;229583;240314;248417;255166;238851;261580;264899;272885;272633;279858;282945;287172;297579;302596;312845;324383;338883;340968;354589;370363
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Tønder";138044;141474;153159;159617;165368;171696;180107;183464;191595;196958;199070;202931;210551;217679;230990;240445;236657;230783;239476;245577;247913;255498;257175;263345;267675;281082;282514;298550;307894;321505;333132;338262;354448
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Varde";145233;148074;159974;167045;173561;180374;186534;192543;200321;207389;212119;216829;224392;233653;244660;257491;255057;251312;261017;266031;273576;284414;281394;286346;289264;299644;302034;314202;329416;345179;351378;364039;386691
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Vejen";141363;144646;155791;162616;167699;174058;181254;187422;195483;204164;208207;212730;219893;229543;239948;249849;251953;245277;257565;260131;271162;277686;278754;287526;287988;300749;305337;315692;331257;348097;353416;551164;548986
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Vejle";151599;153057;165045;173240;179242;187598;193982;204245;210683;218707;224724;230250;238399;247733;261528;272645;276920;270692;283663;284653;291007;294974;298948;310525;315259;325156;331377;343644;360229;379864;378172;398156;418847
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Aabenraa";144251;147441;159478;166954;172835;178070;186033;192357;199798;205791;211595;214877;223490;231064;241633;252526;255470;247369;258176;261635;266148;269677;272002;277947;282719;293063;296069;305855;318589;332956;337605;349520;368931
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Favrskov";151698;154505;167200;172696;181233;188540;196592;203979;212935;222976;227898;233581;240371;247831;261884;273010;278214;271958;283896;287496;294501;299538;304315;309921;316838;326520;333235;341952;361971;376417;377631;394183;411277
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Hedensted";146296;149478;160502;168979;175708;184159;191824;198456;209643;218285;222097;227161;235444;247231;260437;269249;271793;266665;275397;277368;285303;290007;295804;305408;306413;315311;324047;331872;348752;362595;367832;381583;400421
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Horsens";147275;149784;161414;171010;173518;180375;188711;195919;203239;211439;215676;222122;227776;236887;250164;260931;260742;259031;267420;271651;277817;282867;287782;293193;298740;308547;315506;325451;341426;355262;356344;370141;390800
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Norddjurs";140915;143023;153690;160401;165760;171264;177207;182570;188443;196975;201743;207487;213701;221218;229873;240799;241830;237637;247190;250674;254920;258879;262651;268649;271611;279562;284089;294950;310582;321270;327123;338642;356962
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Odder";151959;153171;163113;172079;177772;185859;196292;205351;214481;220568;225381;229835;238315;245156;256672;266762;270277;269166;278487;280988;287739;292984;297536;301469;307072;314599;318601;330256;348911;359949;359591;380276;394344
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Randers";142808;145865;156909;163894;170083;176755;183640;189343;195677;204637;210678;216081;223214;229933;240497;252698;256186;252269;259910;263499;267809;270548;273721;280907;285415;291379;298642;308386;323881;334591;340816;353256;370541
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Samsø";124545;127077;139861;150672;155102;159024;165367;171001;176139;186674;188364;192672;200929;205516;217426;229392;232800;234531;235559;244605;254623;258789;259279;273793;272430;280097;285503;297801;320781;331348;321390;337037;350457
"Alle";"I alt";"Gennemsnit for personer i gruppen (kr.)";"Silkeborg";150002;155685;166052;175233;185279;189492;198837;205942;216653;224086;230296;239459;247171;255125;269059;281787;285152;281843;277641;277189;287488;292119;284450;306948;323446;325198;330999;340637;360011;378357;379883;397691;419589
