kommune,år,tilflytning,fraflytning,net_migration,population,migration_rate,migration_per_1000
Aabenraa,1992,3667.0,3946.0,-279.0,59903,-0.004657529672971303,-4.657529672971303
Aabenraa,1993,3707.0,3921.0,-214.0,59839,-0.003576262972309029,-3.576262972309029
Aabenraa,1994,3842.0,4363.0,-521.0,60036,-0.008678126457458859,-8.678126457458859
Aabenraa,1995,3966.0,4201.0,-235.0,59999,-0.0039167319455324255,-3.9167319455324257
Aabenraa,1996,3910.0,3937.0,-27.0,60045,-0.0004496627529352985,-0.4496627529352985
Aabenraa,1997,3730.0,4113.0,-383.0,60434,-0.006337492140185988,-6.337492140185988
Aabenraa,1998,3675.0,3976.0,-301.0,60296,-0.00499203927292026,-4.992039272920261
Aabenraa,1999,3745.0,3958.0,-213.0,60189,-0.003538852614265065,-3.538852614265065
Aabenraa,2000,3754.0,3989.0,-235.0,60116,-0.003909109055825404,-3.9091090558254042
Aabenraa,2001,3778.0,3959.0,-181.0,60025,-0.0030154102457309456,-3.0154102457309455
Aabenraa,2002,3640.0,3725.0,-85.0,60066,-0.0014151100456164885,-1.4151100456164885
Aabenraa,2003,3852.0,3890.0,-38.0,60016,-0.0006331644894694748,-0.6331644894694748
Aabenraa,2004,3935.0,4056.0,-121.0,60074,-0.0020141825082398376,-2.0141825082398377
Aabenraa,2005,3725.0,4060.0,-335.0,60151,-0.0055693172183338595,-5.569317218333859
Aabenraa,2006,2510.0,2706.0,-196.0,59974,-0.003268082835895555,-3.2680828358955547
Aabenraa,2007,2403.0,2519.0,-116.0,60189,-0.001927262456595059,-1.927262456595059
Aabenraa,2008,2320.0,2449.0,-129.0,60392,-0.0021360445092065174,-2.1360445092065174
Aabenraa,2009,2077.0,2518.0,-441.0,59978,-0.007352695988529128,-7.352695988529128
Aabenraa,2010,2113.0,2322.0,-209.0,59795,-0.003495275524709424,-3.495275524709424
Aabenraa,2011,2128.0,2409.0,-281.0,59600,-0.004714765100671141,-4.714765100671141
Aabenraa,2012,2084.0,2464.0,-380.0,59208,-0.00641805161464667,-6.41805161464667
Aabenraa,2013,1998.0,2312.0,-314.0,58970,-0.005324741393929117,-5.324741393929116
Aabenraa,2014,2159.0,2336.0,-177.0,58904,-0.0030048893114219748,-3.004889311421975
Aabenraa,2015,2105.0,2385.0,-280.0,58869,-0.0047563233620411425,-4.756323362041143
Aabenraa,2016,2232.0,2496.0,-264.0,59003,-0.004474348761927359,-4.474348761927359
Aabenraa,2017,2393.0,2532.0,-139.0,59089,-0.002352383692396216,-2.352383692396216
Aabenraa,2018,2304.0,2613.0,-309.0,59035,-0.00523418311171339,-5.23418311171339
Aabenraa,2019,2215.0,2562.0,-347.0,58761,-0.0059052773097802965,-5.905277309780296
Aabenraa,2020,2273.0,2579.0,-306.0,58526,-0.005228445477223798,-5.228445477223798
Aabenraa,2021,2378.0,2778.0,-400.0,58693,-0.006815122757398668,-6.815122757398668
Aabenraa,2022,2101.0,2730.0,-629.0,59002,-0.010660655570997593,-10.660655570997593
Aabenraa,2023,1997.0,2500.0,-503.0,58657,-0.008575276608077467,-8.575276608077466
Aabenraa,2024,2048.0,2374.0,-326.0,58621,-0.00556114702922161,-5.56114702922161
Aabenraa,2025,1964.0,2465.0,-501.0,58405,-0.008578032702679565,-8.578032702679565
Aalborg,1992,8205.0,8074.0,131.0,184001,0.0007119526524312368,0.7119526524312368
Aalborg,1993,8392.0,8158.0,234.0,184815,0.0012661309958607256,1.2661309958607256
Aalborg,1994,8975.0,9014.0,-39.0,185610,-0.00021011798933247131,-0.2101179893324713
Aalborg,1995,9458.0,9514.0,-56.0,186415,-0.00030040501032642223,-0.30040501032642225
Aalborg,1996,9680.0,9637.0,43.0,187632,0.00022917199624797476,0.22917199624797477
Aalborg,1997,9433.0,9787.0,-354.0,188595,-0.0018770380975105384,-1.8770380975105385
Aalborg,1998,9697.0,10093.0,-396.0,188752,-0.002097991014664745,-2.097991014664745
Aalborg,1999,9489.0,9808.0,-319.0,189245,-0.0016856455916933076,-1.6856455916933075
Aalborg,2000,9540.0,9527.0,13.0,189476,6.861027254111338e-05,0.06861027254111339
Aalborg,2001,9614.0,9326.0,288.0,190181,0.0015143468590448047,1.5143468590448046
Aalborg,2002,9435.0,9514.0,-79.0,191051,-0.0004135021538751433,-0.41350215387514333
Aalborg,2003,9684.0,9518.0,166.0,191325,0.0008676336077355286,0.8676336077355286
Aalborg,2004,10166.0,10237.0,-71.0,192188,-0.00036942993319041774,-0.3694299331904177
Aalborg,2005,10796.0,10356.0,440.0,192353,0.0022874610741709252,2.2874610741709254
Aalborg,2006,8871.0,8918.0,-47.0,193529,-0.0002428576595755675,-0.24285765957556749
Aalborg,2007,8535.0,8541.0,-6.0,195145,-3.0746368085269926e-05,-0.030746368085269926
Aalborg,2008,8085.0,7945.0,140.0,196292,0.0007132231573370285,0.7132231573370286
Aalborg,2009,8140.0,7667.0,473.0,197426,0.002395834388581038,2.395834388581038
Aalborg,2010,8412.0,7997.0,415.0,199188,0.002083458842902183,2.083458842902183
Aalborg,2011,8690.0,7906.0,784.0,201142,0.003897743882431317,3.897743882431317
Aalborg,2012,9365.0,8209.0,1156.0,203448,0.005682041602768275,5.682041602768275
Aalborg,2013,9894.0,8505.0,1389.0,205809,0.006748975992303544,6.748975992303544
Aalborg,2014,9910.0,9073.0,837.0,207805,0.0040278145376675244,4.027814537667524
Aalborg,2015,10238.0,9628.0,610.0,210316,0.0029003974970996027,2.9003974970996027
Aalborg,2016,10116.0,9765.0,351.0,211937,0.001656152535895101,1.656152535895101
Aalborg,2017,10558.0,10200.0,358.0,213558,0.0016763595838132966,1.6763595838132965
Aalborg,2018,11134.0,10279.0,855.0,215312,0.003970981645240395,3.970981645240395
Aalborg,2019,11393.0,10130.0,1263.0,217075,0.005818265576413682,5.818265576413682
Aalborg,2020,12062.0,10723.0,1339.0,219487,0.006100589100949031,6.100589100949032
Aalborg,2021,11744.0,11312.0,432.0,221082,0.0019540261079599424,1.9540261079599424
Aalborg,2022,10577.0,10707.0,-130.0,222571,-0.0005840832812900154,-0.5840832812900154
Aalborg,2023,10067.0,9991.0,76.0,223174,0.00034054146092286734,0.34054146092286736
Aalborg,2024,10000.0,9713.0,287.0,224612,0.0012777589799298345,1.2777589799298346
Aalborg,2025,9906.0,9716.0,190.0,226033,0.0008405852242814102,0.8405852242814102
Aarhus,1992,13590.0,12515.0,1075.0,267873,0.004013095758064456,4.013095758064456
Aarhus,1993,14236.0,12926.0,1310.0,271272,0.004829101418502462,4.8291014185024626
Aarhus,1994,14902.0,14080.0,822.0,274535,0.0029941537508878647,2.9941537508878646
Aarhus,1995,14872.0,14499.0,373.0,277477,0.0013442555599202817,1.3442555599202817
Aarhus,1996,14811.0,15139.0,-328.0,279759,-0.0011724377053106423,-1.1724377053106423
Aarhus,1997,14659.0,15628.0,-969.0,281396,-0.0034435457504726433,-3.4435457504726434
Aarhus,1998,14572.0,14896.0,-324.0,282137,-0.0011483782701311774,-1.1483782701311775
Aarhus,1999,14660.0,15143.0,-483.0,283673,-0.0017026646878624332,-1.7026646878624332
Aarhus,2000,14857.0,14804.0,53.0,284846,0.00018606545291139775,0.18606545291139776
Aarhus,2001,14794.0,14727.0,67.0,286668,0.00023371984316352017,0.23371984316352018
Aarhus,2002,14929.0,14423.0,506.0,288837,0.0017518531213106354,1.7518531213106354
Aarhus,2003,15393.0,14865.0,528.0,291258,0.0018128257421255382,1.8128257421255383
Aarhus,2004,15728.0,15987.0,-259.0,293510,-0.000882423086095874,-0.882423086095874
Aarhus,2005,15679.0,17412.0,-1733.0,294954,-0.005875492449670118,-5.875492449670118
Aarhus,2006,15439.0,17181.0,-1742.0,295513,-0.005894833729818993,-5.894833729818993
Aarhus,2007,15814.0,16379.0,-565.0,298538,-0.0018925563914811514,-1.8925563914811514
Aarhus,2008,16176.0,15316.0,860.0,302618,0.0028418666437554935,2.8418666437554934
Aarhus,2009,16396.0,14454.0,1942.0,306650,0.006332952877873797,6.332952877873797
Aarhus,2010,16617.0,15352.0,1265.0,310956,0.004068099666833893,4.068099666833893
Aarhus,2011,16804.0,15740.0,1064.0,314545,0.0033826638477801266,3.3826638477801265
Aarhus,2012,17850.0,16314.0,1536.0,319094,0.004813628585933925,4.813628585933925
Aarhus,2013,18333.0,16318.0,2015.0,323893,0.006221190331374867,6.221190331374867
Aarhus,2014,17850.0,17402.0,448.0,326246,0.0013731969127590837,1.3731969127590837
Aarhus,2015,19016.0,18634.0,382.0,330639,0.0011553386019193138,1.1553386019193137
Aarhus,2016,19568.0,18709.0,859.0,335684,0.0025589542545965847,2.5589542545965847
Aarhus,2017,20127.0,19144.0,983.0,340421,0.0028876009411875295,2.8876009411875296
Aarhus,2018,20890.0,19262.0,1628.0,345332,0.004714303916231337,4.714303916231337
Aarhus,2019,20990.0,19686.0,1304.0,349983,0.003725895257769663,3.7258952577696633
Aarhus,2020,22434.0,21188.0,1246.0,352751,0.003532236620165499,3.532236620165499
Aarhus,2021,22087.0,23242.0,-1155.0,355238,-0.003251341354247012,-3.2513413542470118
Aarhus,2022,21772.0,20887.0,885.0,361544,0.002447834841679021,2.447834841679021
Aarhus,2023,21817.0,19620.0,2197.0,367095,0.005984826815946826,5.9848268159468265
Aarhus,2024,21671.0,19360.0,2311.0,373388,0.006189272285129678,6.189272285129678
Aarhus,2025,21154.0,20195.0,959.0,378361,0.002534616411310891,2.5346164113108913
Albertslund,1992,2054.0,2437.0,-383.0,29572,-0.012951440551873394,-12.951440551873395
Albertslund,1993,1993.0,2324.0,-331.0,29611,-0.011178278342507852,-11.178278342507852
Albertslund,1994,1811.0,2298.0,-487.0,29570,-0.016469394656746704,-16.469394656746704
Albertslund,1995,1868.0,2385.0,-517.0,29389,-0.017591615910714894,-17.591615910714893
Albertslund,1996,1931.0,2075.0,-144.0,29207,-0.004930324922107714,-4.9303249221077134
Albertslund,1997,1854.0,2142.0,-288.0,29442,-0.009781944161402078,-9.781944161402079
Albertslund,1998,1694.0,2053.0,-359.0,29411,-0.01220631736425147,-12.20631736425147
Albertslund,1999,1734.0,2054.0,-320.0,29315,-0.010915913354937745,-10.915913354937745
Albertslund,2000,1793.0,2154.0,-361.0,29331,-0.012307797211141796,-12.307797211141796
Albertslund,2001,1666.0,2023.0,-357.0,29201,-0.01222560871203041,-12.225608712030409
Albertslund,2002,1579.0,2158.0,-579.0,29130,-0.01987641606591143,-19.87641606591143
Albertslund,2003,1534.0,1950.0,-416.0,28839,-0.014424910711189709,-14.424910711189709
Albertslund,2004,1760.0,2234.0,-474.0,28498,-0.016632746157625097,-16.632746157625096
Albertslund,2005,1720.0,2128.0,-408.0,28146,-0.014495843103815818,-14.495843103815819
Albertslund,2006,1698.0,1987.0,-289.0,27853,-0.010375902057229023,-10.375902057229023
Albertslund,2007,1650.0,1866.0,-216.0,27602,-0.007825519889863053,-7.8255198898630525
Albertslund,2008,1925.0,2014.0,-89.0,27706,-0.003212300584710893,-3.212300584710893
Albertslund,2009,1840.0,1940.0,-100.0,27730,-0.003606202668589975,-3.6062026685899746
Albertslund,2010,1785.0,1915.0,-130.0,27800,-0.004676258992805755,-4.676258992805755
Albertslund,2011,1942.0,1999.0,-57.0,27864,-0.002045650301464255,-2.045650301464255
Albertslund,2012,1838.0,2038.0,-200.0,27824,-0.00718803910293272,-7.18803910293272
Albertslund,2013,1802.0,2036.0,-234.0,27728,-0.008439122908251587,-8.439122908251587
Albertslund,2014,1989.0,1955.0,34.0,27806,0.0012227576781989498,1.2227576781989498
Albertslund,2015,2102.0,2212.0,-110.0,27880,-0.003945480631276901,-3.945480631276901
Albertslund,2016,1829.0,2069.0,-240.0,27896,-0.008603383997705764,-8.603383997705764
Albertslund,2017,1911.0,2247.0,-336.0,27743,-0.012111163176296723,-12.111163176296722
Albertslund,2018,2116.0,2185.0,-69.0,27877,-0.0024751587330057037,-2.4751587330057037
Albertslund,2019,2141.0,2349.0,-208.0,27731,-0.007500631062709603,-7.500631062709603
Albertslund,2020,1999.0,2420.0,-421.0,27366,-0.01538405320470657,-15.38405320470657
Albertslund,2021,2438.0,2413.0,25.0,27599,0.0009058299213739628,0.9058299213739628
Albertslund,2022,1911.0,2260.0,-349.0,27530,-0.012677079549582275,-12.677079549582274
Albertslund,2023,1979.0,2129.0,-150.0,27677,-0.005419662535679445,-5.419662535679445
Albertslund,2024,2142.0,2166.0,-24.0,28117,-0.0008535761283209447,-0.8535761283209446
Albertslund,2025,2906.0,2254.0,652.0,29262,0.022281457179960357,22.281457179960356
Allerød,1992,1205.0,1416.0,-211.0,21690,-0.009727985246657446,-9.727985246657447
Allerød,1993,1242.0,1251.0,-9.0,21581,-0.0004170335016913025,-0.41703350169130254
Allerød,1994,1346.0,1369.0,-23.0,21747,-0.0010576171425943808,-1.0576171425943808
Allerød,1995,1403.0,1324.0,79.0,21844,0.0036165537447353964,3.6165537447353966
Allerød,1996,1535.0,1476.0,59.0,22159,0.0026625750259488246,2.662575025948825
Allerød,1997,1417.0,1343.0,74.0,22423,0.003300182847968604,3.3001828479686037
Allerød,1998,1450.0,1419.0,31.0,22661,0.0013679890560875513,1.3679890560875512
Allerød,1999,1198.0,1316.0,-118.0,22911,-0.005150364453755838,-5.150364453755838
Allerød,2000,1296.0,1381.0,-85.0,22943,-0.003704833718345465,-3.704833718345465
Allerød,2001,1072.0,1274.0,-202.0,23079,-0.008752545604228952,-8.752545604228953
Allerød,2002,1407.0,1310.0,97.0,23070,0.0042045947117468575,4.204594711746857
Allerød,2003,1167.0,1235.0,-68.0,23374,-0.002909215367502353,-2.909215367502353
Allerød,2004,1252.0,1376.0,-124.0,23425,-0.005293489861259338,-5.293489861259339
Allerød,2005,1200.0,1365.0,-165.0,23458,-0.007033847727854037,-7.033847727854036
Allerød,2006,1149.0,1190.0,-41.0,23498,-0.0017448293471784833,-1.7448293471784833
Allerød,2007,924.0,1143.0,-219.0,23493,-0.009321925679989785,-9.321925679989786
Allerød,2008,1204.0,1067.0,137.0,23821,0.005751227908148272,5.751227908148272
Allerød,2009,1175.0,986.0,189.0,24089,0.007845904769811948,7.8459047698119475
Allerød,2010,1025.0,1112.0,-87.0,24096,-0.0036105577689243026,-3.6105577689243025
Allerød,2011,1117.0,1149.0,-32.0,24043,-0.0013309487168822525,-1.3309487168822525
Allerød,2012,1061.0,1042.0,19.0,24073,0.0007892659826361484,0.7892659826361483
Allerød,2013,1233.0,1158.0,75.0,24175,0.0031023784901758012,3.102378490175801
Allerød,2014,1313.0,1164.0,149.0,24411,0.006103805661382164,6.103805661382164
Allerød,2015,1432.0,1287.0,145.0,24732,0.005862849749312632,5.862849749312632
Allerød,2016,1393.0,1350.0,43.0,24942,0.0017239996792558737,1.7239996792558736
Allerød,2017,1562.0,1393.0,169.0,25235,0.006697047751139291,6.697047751139291
Allerød,2018,1777.0,1400.0,377.0,25646,0.014700148171254777,14.700148171254778
Allerød,2019,1407.0,1452.0,-45.0,25633,-0.0017555494869894276,-1.7555494869894277
Allerød,2020,1675.0,1527.0,148.0,25893,0.005715830533348782,5.7158305333487816
Allerød,2021,1599.0,1699.0,-100.0,25867,-0.0038659295627633664,-3.8659295627633665
Allerød,2022,1319.0,1310.0,9.0,26061,0.00034534361689881433,0.3453436168988143
Allerød,2023,1121.0,1231.0,-110.0,25962,-0.004236961713273245,-4.236961713273245
Allerød,2024,1349.0,1233.0,116.0,26128,0.004439681567666871,4.439681567666871
Allerød,2025,1693.0,1344.0,349.0,26496,0.013171799516908212,13.171799516908212
Assens,1992,2723.0,2732.0,-9.0,40251,-0.00022359692926883805,-0.22359692926883803
Assens,1993,2628.0,2581.0,47.0,40281,0.0011668032074675404,1.1668032074675405
Assens,1994,2826.0,2824.0,2.0,40402,4.950249987624375e-05,0.04950249987624375
Assens,1995,2892.0,2810.0,82.0,40460,0.002026693030153238,2.026693030153238
Assens,1996,2823.0,2835.0,-12.0,40597,-0.0002955883439663029,-0.2955883439663029
Assens,1997,2873.0,2973.0,-100.0,40735,-0.002454891371056831,-2.454891371056831
Assens,1998,2772.0,2753.0,19.0,40703,0.0004667960592585313,0.4667960592585313
Assens,1999,2842.0,2726.0,116.0,40780,0.0028445316331535066,2.8445316331535064
Assens,2000,2617.0,2659.0,-42.0,40869,-0.001027673786977905,-1.027673786977905
Assens,2001,2609.0,2641.0,-32.0,41055,-0.0007794422116672756,-0.7794422116672756
Assens,2002,2566.0,2655.0,-89.0,41226,-0.0021588318051714937,-2.1588318051714936
Assens,2003,2631.0,2709.0,-78.0,41141,-0.00189591891300649,-1.89591891300649
Assens,2004,2942.0,2838.0,104.0,41109,0.002529859641441047,2.529859641441047
Assens,2005,3029.0,2862.0,167.0,41201,0.004053299677192301,4.053299677192301
Assens,2006,2400.0,2080.0,320.0,41369,0.007735260702458362,7.735260702458362
Assens,2007,2275.0,2168.0,107.0,42054,0.0025443477433775624,2.5443477433775623
Assens,2008,1995.0,2110.0,-115.0,42128,-0.0027297759210026585,-2.7297759210026586
Assens,2009,1822.0,1925.0,-103.0,42054,-0.002449231939886812,-2.449231939886812
Assens,2010,1638.0,2000.0,-362.0,41635,-0.008694607902005524,-8.694607902005524
Assens,2011,1816.0,2029.0,-213.0,41443,-0.0051395893154453105,-5.139589315445311
Assens,2012,1812.0,1997.0,-185.0,41325,-0.004476709013914095,-4.476709013914095
Assens,2013,1711.0,2074.0,-363.0,41037,-0.008845675853498063,-8.845675853498063
Assens,2014,1918.0,2003.0,-85.0,41046,-0.0020708473420065292,-2.0708473420065294
Assens,2015,2071.0,2157.0,-86.0,41224,-0.0020861633999611877,-2.0861633999611877
Assens,2016,2094.0,2149.0,-55.0,41390,-0.0013288233872916163,-1.3288233872916164
Assens,2017,2104.0,2163.0,-59.0,41328,-0.0014276035617499033,-1.4276035617499032
Assens,2018,2186.0,2258.0,-72.0,41212,-0.0017470639619528293,-1.7470639619528294
Assens,2019,2123.0,2248.0,-125.0,40965,-0.0030513853289393386,-3.0513853289393387
Assens,2020,2312.0,2386.0,-74.0,40867,-0.001810751951452272,-1.810751951452272
Assens,2021,2537.0,2449.0,88.0,40972,0.0021478082592990334,2.1478082592990333
Assens,2022,2263.0,2427.0,-164.0,40944,-0.0040054708870652595,-4.005470887065259
Assens,2023,1993.0,2171.0,-178.0,40646,-0.00437927471337893,-4.379274713378931
Assens,2024,1987.0,2108.0,-121.0,40469,-0.002989942919271541,-2.989942919271541
Assens,2025,2109.0,2107.0,2.0,40369,4.954296613738264e-05,0.04954296613738264
Ballerup,1992,2162.0,2546.0,-384.0,45476,-0.008444014425191309,-8.444014425191309
Ballerup,1993,2018.0,2502.0,-484.0,45427,-0.010654456600700024,-10.654456600700025
Ballerup,1994,2241.0,2433.0,-192.0,45293,-0.004239065639282009,-4.239065639282009
Ballerup,1995,2118.0,2467.0,-349.0,45356,-0.007694682070729341,-7.694682070729341
Ballerup,1996,2086.0,2513.0,-427.0,45310,-0.009423968218936218,-9.423968218936217
Ballerup,1997,2388.0,2397.0,-9.0,45080,-0.00019964507542147294,-0.19964507542147295
Ballerup,1998,2209.0,2442.0,-233.0,45276,-0.005146214329887799,-5.146214329887799
Ballerup,1999,2010.0,2223.0,-213.0,45286,-0.0047034403568431745,-4.703440356843174
Ballerup,2000,2376.0,2252.0,124.0,45317,0.002736279983229252,2.736279983229252
Ballerup,2001,2568.0,2139.0,429.0,45724,0.009382381243985653,9.382381243985654
Ballerup,2002,2254.0,2293.0,-39.0,46342,-0.0008415692028829139,-0.8415692028829139
Ballerup,2003,2423.0,2402.0,21.0,46443,0.00045216717266326466,0.45216717266326467
Ballerup,2004,2548.0,2517.0,31.0,46610,0.0006650933276121004,0.6650933276121004
Ballerup,2005,2484.0,2674.0,-190.0,46759,-0.0040633888663145065,-4.063388866314506
Ballerup,2006,2490.0,2373.0,117.0,46654,0.0025078235521070005,2.5078235521070007
Ballerup,2007,2391.0,2359.0,32.0,47116,0.000679174802614823,0.679174802614823
Ballerup,2008,2423.0,2359.0,64.0,47398,0.0013502679437950968,1.3502679437950968
Ballerup,2009,2199.0,2189.0,10.0,47652,0.0002098547804918996,0.20985478049189962
Ballerup,2010,2478.0,2393.0,85.0,47930,0.0017734195702065513,1.7734195702065514
Ballerup,2011,2474.0,2380.0,94.0,47994,0.0019585781556027836,1.9585781556027835
Ballerup,2012,2618.0,2401.0,217.0,48211,0.0045010474787911476,4.501047478791148
Ballerup,2013,2708.0,2642.0,66.0,48514,0.0013604320402358081,1.360432040235808
Ballerup,2014,2570.0,2705.0,-135.0,48355,-0.002791851928445869,-2.791851928445869
Ballerup,2015,2668.0,2842.0,-174.0,48224,-0.003608161911081619,-3.608161911081619
Ballerup,2016,2632.0,2705.0,-73.0,48231,-0.0015135493769567292,-1.5135493769567292
Ballerup,2017,2816.0,2931.0,-115.0,48295,-0.002381198881871829,-2.3811988818718293
Ballerup,2018,2877.0,2831.0,46.0,48458,0.0009492756613974989,0.9492756613974989
Ballerup,2019,2711.0,2673.0,38.0,48602,0.0007818608287724785,0.7818608287724785
Ballerup,2020,3486.0,2833.0,653.0,49310,0.013242749949300345,13.242749949300345
Ballerup,2021,3036.0,3250.0,-214.0,49274,-0.004343061249340423,-4.343061249340423
Ballerup,2022,3105.0,2821.0,284.0,50039,0.005675573053018646,5.6755730530186455
Ballerup,2023,3742.0,2818.0,924.0,51237,0.018033842730839043,18.033842730839044
Ballerup,2024,4209.0,3041.0,1168.0,52939,0.02206312926198077,22.06312926198077
Ballerup,2025,3788.0,3324.0,464.0,53950,0.008600556070435588,8.600556070435589
Billund,1992,2026.0,2078.0,-52.0,25181,-0.002065049044914817,-2.065049044914817
Billund,1993,2037.0,2054.0,-17.0,25342,-0.0006708231394522927,-0.6708231394522927
Billund,1994,2286.0,2337.0,-51.0,25507,-0.0019994511310620616,-1.9994511310620615
Billund,1995,2238.0,2352.0,-114.0,25645,-0.004445310976798596,-4.445310976798596
Billund,1996,2331.0,2320.0,11.0,25783,0.000426637707016251,0.426637707016251
Billund,1997,2227.0,2204.0,23.0,25923,0.000887242988851599,0.887242988851599
Billund,1998,2028.0,2195.0,-167.0,26115,-0.0063947922649818115,-6.394792264981811
Billund,1999,2031.0,2133.0,-102.0,26072,-0.003912243019331083,-3.912243019331083
Billund,2000,1948.0,2219.0,-271.0,26033,-0.010409864402873276,-10.409864402873277
Billund,2001,1999.0,2217.0,-218.0,26032,-0.008374308543331285,-8.374308543331285
Billund,2002,2017.0,2140.0,-123.0,26013,-0.004728405028255103,-4.728405028255103
Billund,2003,2085.0,2113.0,-28.0,26021,-0.0010760539564198149,-1.0760539564198148
Billund,2004,2099.0,2319.0,-220.0,26143,-0.008415254561450484,-8.415254561450483
Billund,2005,2128.0,2291.0,-163.0,26076,-0.006250958736002454,-6.250958736002454
Billund,2006,1314.0,1415.0,-101.0,26133,-0.0038648452148624343,-3.8648452148624344
Billund,2007,1272.0,1329.0,-57.0,26181,-0.0021771513693136244,-2.1771513693136244
Billund,2008,1217.0,1280.0,-63.0,26235,-0.0024013722126929675,-2.4013722126929675
Billund,2009,1058.0,1132.0,-74.0,26160,-0.0028287461773700306,-2.8287461773700304
Billund,2010,1010.0,1199.0,-189.0,26155,-0.007226151787421143,-7.226151787421143
Billund,2011,1165.0,1300.0,-135.0,26220,-0.005148741418764302,-5.148741418764302
Billund,2012,1261.0,1313.0,-52.0,26357,-0.0019729104222787116,-1.9729104222787115
Billund,2013,1083.0,1343.0,-260.0,26318,-0.009879170149707425,-9.879170149707425
Billund,2014,1146.0,1342.0,-196.0,26285,-0.0074567243675099865,-7.456724367509986
Billund,2015,1232.0,1398.0,-166.0,26434,-0.006279791178028297,-6.2797911780282965
Billund,2016,1290.0,1460.0,-170.0,26481,-0.006419697141346626,-6.419697141346625
Billund,2017,1285.0,1441.0,-156.0,26482,-0.005890793746695869,-5.890793746695869
Billund,2018,1350.0,1360.0,-10.0,26629,-0.0003755304367418979,-0.3755304367418979
Billund,2019,1182.0,1348.0,-166.0,26608,-0.006238725195429946,-6.2387251954299465
Billund,2020,1289.0,1432.0,-143.0,26551,-0.005385861172837182,-5.385861172837181
Billund,2021,1460.0,1545.0,-85.0,26631,-0.0031917689910254967,-3.1917689910254965
Billund,2022,1462.0,1470.0,-8.0,27021,-0.00029606602272306724,-0.29606602272306726
Billund,2023,1351.0,1429.0,-78.0,27119,-0.0028762122497142223,-2.8762122497142224
Billund,2024,1348.0,1474.0,-126.0,27168,-0.004637809187279152,-4.637809187279152
Billund,2025,1270.0,1521.0,-251.0,27200,-0.009227941176470588,-9.227941176470589
Bornholm,1992,2352.0,2591.0,-239.0,90964,-0.0026274130425223167,-2.6274130425223166
Bornholm,1993,2291.0,2405.0,-114.0,90334,-0.0012619833063962627,-1.2619833063962627
Bornholm,1994,2479.0,2516.0,-37.0,90022,-0.00041101064184310504,-0.41101064184310504
Bornholm,1995,2811.0,2920.0,-109.0,89759,-0.0012143629051125792,-1.214362905112579
Bornholm,1996,2734.0,3033.0,-299.0,90262,-0.00331257893687266,-3.3125789368726597
Bornholm,1997,2756.0,2877.0,-121.0,89942,-0.001345311422916991,-1.345311422916991
Bornholm,1998,2531.0,2700.0,-169.0,89474,-0.001888816862999307,-1.888816862999307
Bornholm,1999,2607.0,2752.0,-145.0,88955,-0.0016300376594907537,-1.6300376594907537
Bornholm,2000,2805.0,2841.0,-36.0,88575,-0.00040643522438611344,-0.40643522438611346
Bornholm,2001,2806.0,2709.0,97.0,88150,0.0011003970504821327,1.1003970504821328
Bornholm,2002,2719.0,2744.0,-25.0,88288,-0.00028316418992388546,-0.2831641899238855
Bornholm,2003,1230.0,1404.0,-174.0,43956,-0.003958503958503959,-3.9585039585039588
Bornholm,2004,1360.0,1498.0,-138.0,43673,-0.003159847045085064,-3.159847045085064
Bornholm,2005,1355.0,1388.0,-33.0,43347,-0.0007612983597480794,-0.7612983597480794
Bornholm,2006,1299.0,1322.0,-23.0,43245,-0.0005318533934558909,-0.5318533934558909
Bornholm,2007,1268.0,1369.0,-101.0,42817,-0.002358876147324661,-2.358876147324661
Bornholm,2008,1132.0,1289.0,-157.0,42563,-0.003688649766228884,-3.688649766228884
Bornholm,2009,947.0,1196.0,-249.0,42154,-0.005906912748493619,-5.906912748493619
Bornholm,2010,999.0,1135.0,-136.0,41802,-0.003253432850102866,-3.253432850102866
Bornholm,2011,939.0,1181.0,-242.0,41303,-0.005859138561363581,-5.859138561363581
Bornholm,2012,866.0,1238.0,-372.0,40715,-0.00913668181259978,-9.13668181259978
Bornholm,2013,954.0,1318.0,-364.0,40215,-0.009051348999129677,-9.051348999129678
Bornholm,2014,1046.0,1273.0,-227.0,39828,-0.005699507883900773,-5.699507883900774
Bornholm,2015,1150.0,1229.0,-79.0,39756,-0.001987121440788812,-1.9871214407888118
Bornholm,2016,1278.0,1255.0,23.0,39695,0.0005794180627283033,0.5794180627283033
Bornholm,2017,1279.0,1186.0,93.0,39632,0.0023465886152603957,2.3465886152603956
Bornholm,2018,1306.0,1148.0,158.0,39572,0.003992722126756293,3.9927221267562927
Bornholm,2019,1307.0,1198.0,109.0,39499,0.0027595635332540065,2.7595635332540067
Bornholm,2020,1509.0,1319.0,190.0,39570,0.004801617386909275,4.801617386909275
Bornholm,2021,1457.0,1368.0,89.0,39545,0.0022506005816158806,2.2506005816158807
Bornholm,2022,1232.0,1248.0,-16.0,39602,-0.00040401999898995,-0.40401999898995
Bornholm,2023,1061.0,1134.0,-73.0,39332,-0.0018559951184785924,-1.8559951184785923
Bornholm,2024,1018.0,1164.0,-146.0,38966,-0.003746856233639583,-3.746856233639583
Bornholm,2025,994.0,1233.0,-239.0,38677,-0.006179383095896786,-6.179383095896786
Brøndby,1992,2154.0,2468.0,-314.0,33794,-0.00929159022311653,-9.291590223116529
