kommune,år,tilflytning,fraflytning,net_migration,population,migration_rate,migration_per_1000
Gentofte,2019,5450.0,5956.0,-506.0,74830,-0.006761993852732861,-6.761993852732861
Gentofte,2020,5786.0,6198.0,-412.0,74550,-0.0055264922870556675,-5.526492287055667
Gentofte,2021,5858.0,6166.0,-308.0,74217,-0.004149992589298948,-4.149992589298948
Gentofte,2022,5109.0,5042.0,67.0,74838,0.0008952671102915631,0.8952671102915631
Gentofte,2023,5125.0,5117.0,8.0,75033,0.0001066197539749177,0.1066197539749177
Gentofte,2024,4881.0,5030.0,-149.0,75076,-0.0019846555490436357,-1.9846555490436357
Gentofte,2025,5480.0,5620.0,-140.0,75106,-0.0018640321678694111,-1.8640321678694112
Gladsaxe,1992,4202.0,4057.0,145.0,60604,0.002392581347765824,2.392581347765824
Gladsaxe,1993,4185.0,4041.0,144.0,60775,0.0023693953105717812,2.369395310571781
Gladsaxe,1994,4442.0,4245.0,197.0,60956,0.0032318393595380276,3.2318393595380277
Gladsaxe,1995,4217.0,4267.0,-50.0,61369,-0.0008147436001890205,-0.8147436001890205
Gladsaxe,1996,4175.0,4195.0,-20.0,61487,-0.00032527200871728984,-0.32527200871728984
Gladsaxe,1997,4345.0,4132.0,213.0,61459,0.003465725117558047,3.465725117558047
Gladsaxe,1998,3998.0,3908.0,90.0,61611,0.0014607781078054243,1.4607781078054243
Gladsaxe,1999,4142.0,3986.0,156.0,61783,0.002524966414709548,2.524966414709548
Gladsaxe,2000,4062.0,4043.0,19.0,61867,0.00030711041427578515,0.30711041427578517
Gladsaxe,2001,4006.0,3968.0,38.0,61896,0.0006139330489853948,0.6139330489853948
Gladsaxe,2002,3905.0,3884.0,21.0,61914,0.000339180153115612,0.339180153115612
Gladsaxe,2003,4195.0,4207.0,-12.0,62006,-0.00019352965842015288,-0.19352965842015288
Gladsaxe,2004,4633.0,4566.0,67.0,61993,0.0010807671833916732,1.0807671833916732
Gladsaxe,2005,4275.0,4554.0,-279.0,62007,-0.0044994919928395185,-4.499491992839518
Gladsaxe,2006,4303.0,4082.0,221.0,61735,0.0035798169595853244,3.579816959585324
Gladsaxe,2007,4485.0,3945.0,540.0,62562,0.008631437613887023,8.631437613887023
Gladsaxe,2008,4304.0,3948.0,356.0,63233,0.005629971691996268,5.629971691996268
Gladsaxe,2009,4881.0,4263.0,618.0,64102,0.00964088483978659,9.64088483978659
Gladsaxe,2010,4715.0,4172.0,543.0,64951,0.008360148419577836,8.360148419577836
Gladsaxe,2011,4551.0,4428.0,123.0,65303,0.001883527556161279,1.883527556161279
Gladsaxe,2012,5018.0,4516.0,502.0,66030,0.0076026048765712555,7.602604876571255
Gladsaxe,2013,5069.0,4804.0,265.0,66656,0.003975636101776284,3.975636101776284
Gladsaxe,2014,5290.0,4990.0,300.0,67347,0.004454541404962359,4.454541404962359
Gladsaxe,2015,5615.0,5392.0,223.0,67914,0.003283564508054304,3.283564508054304
Gladsaxe,2016,5916.0,5474.0,442.0,68775,0.006426753907669938,6.426753907669938
Gladsaxe,2017,6204.0,5889.0,315.0,69484,0.004533417765240919,4.533417765240919
Gladsaxe,2018,5666.0,5931.0,-265.0,69681,-0.0038030453064680472,-3.8030453064680474
Gladsaxe,2019,5435.0,5948.0,-513.0,69262,-0.007406658773930871,-7.406658773930871
Gladsaxe,2020,6012.0,6131.0,-119.0,69200,-0.0017196531791907515,-1.7196531791907514
Gladsaxe,2021,5803.0,6345.0,-542.0,69259,-0.007825697743253585,-7.825697743253585
Gladsaxe,2022,5395.0,5472.0,-77.0,70001,-0.0010999842859387723,-1.0999842859387723
Gladsaxe,2023,5475.0,5464.0,11.0,70600,0.00015580736543909348,0.1558073654390935
Gladsaxe,2024,5238.0,5620.0,-382.0,70958,-0.005383466275825136,-5.383466275825136
Gladsaxe,2025,5319.0,5670.0,-351.0,71185,-0.004930814075999157,-4.930814075999157
Glostrup,1992,1592.0,1324.0,268.0,19923,0.013451789389148221,13.451789389148221
Glostrup,1993,1518.0,1497.0,21.0,20237,0.0010377032168799724,1.0377032168799725
Glostrup,1994,1493.0,1484.0,9.0,20274,0.0004439183190292986,0.4439183190292986
Glostrup,1995,1393.0,1471.0,-78.0,20263,-0.0038493806445245027,-3.8493806445245027
Glostrup,1996,1421.0,1441.0,-20.0,20181,-0.0009910311679302314,-0.9910311679302314
Glostrup,1997,1378.0,1428.0,-50.0,20178,-0.0024779462781246903,-2.47794627812469
Glostrup,1998,1380.0,1397.0,-17.0,20104,-0.0008456028651014723,-0.8456028651014723
Glostrup,1999,1415.0,1280.0,135.0,20102,0.006715749676649089,6.715749676649089
Glostrup,2000,1406.0,1372.0,34.0,20229,0.0016807553512284345,1.6807553512284346
Glostrup,2001,1393.0,1277.0,116.0,20278,0.00572048525495611,5.72048525495611
Glostrup,2002,1481.0,1326.0,155.0,20412,0.007593572408387223,7.593572408387224
Glostrup,2003,1520.0,1346.0,174.0,20586,0.008452346254736228,8.452346254736229
Glostrup,2004,1467.0,1504.0,-37.0,20793,-0.0017794450055307073,-1.7794450055307074
Glostrup,2005,1443.0,1530.0,-87.0,20785,-0.004185710849170074,-4.185710849170074
Glostrup,2006,1385.0,1451.0,-66.0,20699,-0.0031885598338083966,-3.1885598338083967
Glostrup,2007,1449.0,1414.0,35.0,20673,0.001693029555458811,1.693029555458811
Glostrup,2008,1629.0,1383.0,246.0,21008,0.01170982482863671,11.70982482863671
Glostrup,2009,1575.0,1406.0,169.0,21296,0.007935762584522915,7.935762584522915
Glostrup,2010,1525.0,1472.0,53.0,21384,0.0024784885895997007,2.4784885895997006
Glostrup,2011,1601.0,1459.0,142.0,21650,0.006558891454965358,6.558891454965358
Glostrup,2012,1692.0,1581.0,111.0,21869,0.005075677900224062,5.075677900224062
Glostrup,2013,1747.0,1644.0,103.0,22066,0.004667814737605366,4.667814737605366
Glostrup,2014,1925.0,1841.0,84.0,22357,0.0037572125061501992,3.757212506150199
Glostrup,2015,1951.0,2089.0,-138.0,22461,-0.006143982903699746,-6.143982903699746
Glostrup,2016,1828.0,1975.0,-147.0,22528,-0.006525213068181818,-6.525213068181818
Glostrup,2017,1911.0,2045.0,-134.0,22663,-0.00591272117548427,-5.912721175484269
Glostrup,2018,1951.0,2077.0,-126.0,22615,-0.005571523325226619,-5.571523325226619
Glostrup,2019,2348.0,1900.0,448.0,23128,0.01937046004842615,19.37046004842615
Glostrup,2020,2416.0,2252.0,164.0,23380,0.0070145423438836615,7.014542343883662
Glostrup,2021,2201.0,2290.0,-89.0,23514,-0.0037849791613506845,-3.7849791613506847
Glostrup,2022,1968.0,2169.0,-201.0,23635,-0.008504336788660884,-8.504336788660884
Glostrup,2023,1892.0,2169.0,-277.0,23655,-0.01170999788628197,-11.70999788628197
Glostrup,2024,2678.0,2026.0,652.0,24869,0.02621737906630745,26.21737906630745
Glostrup,2025,2996.0,2487.0,509.0,25834,0.0197027173492297,19.702717349229697
Greve,1992,2825.0,3111.0,-286.0,45942,-0.00622524052065648,-6.22524052065648
Greve,1993,2999.0,2919.0,80.0,46012,0.0017386768669042858,1.7386768669042858
Greve,1994,3096.0,3145.0,-49.0,46474,-0.0010543529715539872,-1.0543529715539872
Greve,1995,2860.0,3085.0,-225.0,46809,-0.004806767929244376,-4.8067679292443755
Greve,1996,3043.0,3065.0,-22.0,46983,-0.0004682544750228806,-0.4682544750228806
Greve,1997,2915.0,3119.0,-204.0,47278,-0.0043149033377046404,-4.31490333770464
Greve,1998,2696.0,3009.0,-313.0,47485,-0.006591555227966726,-6.591555227966726
Greve,1999,2777.0,2853.0,-76.0,47631,-0.0015955995045243644,-1.5955995045243645
Greve,2000,2739.0,2925.0,-186.0,47859,-0.0038864163480223156,-3.8864163480223155
Greve,2001,2708.0,2730.0,-22.0,48033,-0.0004580184456519476,-0.4580184456519476
Greve,2002,2454.0,2800.0,-346.0,48278,-0.007166825469157794,-7.166825469157794
Greve,2003,2122.0,2646.0,-524.0,48227,-0.01086528293279698,-10.865282932796982
Greve,2004,2608.0,3117.0,-509.0,47971,-0.010610577223739343,-10.610577223739343
Greve,2005,2943.0,2832.0,111.0,47671,0.002328459650521281,2.328459650521281
Greve,2006,2239.0,2797.0,-558.0,47968,-0.01163275517011341,-11.632755170113409
Greve,2007,2369.0,2401.0,-32.0,47773,-0.0006698344253029954,-0.6698344253029954
Greve,2008,2189.0,2213.0,-24.0,47951,-0.000500510938249463,-0.5005109382494629
Greve,2009,2088.0,2269.0,-181.0,47826,-0.003784552335549701,-3.784552335549701
Greve,2010,2257.0,2260.0,-3.0,47978,-6.252865896869398e-05,-0.06252865896869397
Greve,2011,2111.0,2309.0,-198.0,47942,-0.0041299904050727965,-4.129990405072797
Greve,2012,2269.0,2252.0,17.0,47980,0.00035431429762401,0.35431429762401
Greve,2013,2276.0,2298.0,-22.0,48095,-0.0004574280070693419,-0.45742800706934195
Greve,2014,2826.0,2344.0,482.0,48835,0.009869970308180608,9.869970308180608
Greve,2015,2995.0,2684.0,311.0,49518,0.00628054444848338,6.280544448483379
Greve,2016,2987.0,2852.0,135.0,49921,0.0027042727509464953,2.704272750946495
Greve,2017,3011.0,3121.0,-110.0,49974,-0.0022011445951894987,-2.201144595189499
Greve,2018,2970.0,2800.0,170.0,50267,0.0033819404380607556,3.3819404380607554
Greve,2019,3076.0,2922.0,154.0,50558,0.0030460065667154554,3.046006566715455
Greve,2020,2961.0,3134.0,-173.0,50514,-0.003424793126657956,-3.424793126657956
Greve,2021,3423.0,3277.0,146.0,50818,0.0028729977567003816,2.8729977567003817
Greve,2022,3183.0,2833.0,350.0,51507,0.00679519288640379,6.79519288640379
Greve,2023,3219.0,2724.0,495.0,52157,0.009490576528558007,9.490576528558007
Greve,2024,3696.0,2685.0,1011.0,53536,0.018884488942020324,18.884488942020326
Greve,2025,3547.0,3220.0,327.0,54120,0.006042128603104213,6.042128603104214
Gribskov,1992,2625.0,2458.0,167.0,35906,0.0046510332534952376,4.651033253495237
Gribskov,1993,2648.0,2360.0,288.0,36319,0.007929733748175885,7.929733748175885
Gribskov,1994,2662.0,2625.0,37.0,36838,0.0010043976328790922,1.0043976328790922
Gribskov,1995,2985.0,2643.0,342.0,37072,0.009225291324989211,9.225291324989211
Gribskov,1996,2885.0,2545.0,340.0,37653,0.009029824980745227,9.029824980745227
Gribskov,1997,2988.0,2661.0,327.0,38142,0.008573226364637407,8.573226364637407
Gribskov,1998,2880.0,2519.0,361.0,38652,0.009339749560177999,9.339749560178
Gribskov,1999,2465.0,2538.0,-73.0,39189,-0.001862767613360892,-1.862767613360892
Gribskov,2000,2563.0,2510.0,53.0,39209,0.0013517304700451428,1.3517304700451427
Gribskov,2001,2608.0,2502.0,106.0,39347,0.0026939792106132616,2.6939792106132616
Gribskov,2002,2735.0,2422.0,313.0,39683,0.007887508504901343,7.8875085049013425
Gribskov,2003,2689.0,2562.0,127.0,40124,0.0031651879174558867,3.165187917455887
Gribskov,2004,2812.0,2752.0,60.0,40394,0.0014853691142248848,1.4853691142248848
Gribskov,2005,2808.0,2889.0,-81.0,40409,-0.0020045039471404884,-2.0045039471404884
Gribskov,2006,2366.0,2349.0,17.0,40360,0.00042120911793855305,0.42120911793855303
Gribskov,2007,2160.0,2099.0,61.0,40512,0.0015057266982622434,1.5057266982622433
Gribskov,2008,2080.0,2070.0,10.0,40627,0.0002461417284072169,0.24614172840721688
Gribskov,2009,2108.0,2056.0,52.0,40694,0.001277829655477466,1.277829655477466
Gribskov,2010,2018.0,2098.0,-80.0,40700,-0.0019656019656019656,-1.9656019656019657
Gribskov,2011,2086.0,2173.0,-87.0,40603,-0.002142698815358471,-2.142698815358471
Gribskov,2012,2094.0,2014.0,80.0,40655,0.001967777641126553,1.9677776411265528
Gribskov,2013,2306.0,2203.0,103.0,40778,0.0025258717936142037,2.5258717936142037
Gribskov,2014,2232.0,2280.0,-48.0,40855,-0.001174886794761963,-1.174886794761963
Gribskov,2015,2482.0,2448.0,34.0,41107,0.0008271097380008271,0.8271097380008271
Gribskov,2016,2688.0,2644.0,44.0,41213,0.0010676242933055104,1.0676242933055105
Gribskov,2017,2638.0,2625.0,13.0,41217,0.0003154038382220928,0.31540383822209284
Gribskov,2018,2726.0,2684.0,42.0,41195,0.0010195412064570944,1.0195412064570943
Gribskov,2019,2746.0,2808.0,-62.0,41048,-0.0015104268173845253,-1.5104268173845254
Gribskov,2020,2879.0,2872.0,7.0,40971,0.00017085255424568598,0.170852554245686
Gribskov,2021,3276.0,3100.0,176.0,41147,0.004277347072690597,4.277347072690597
Gribskov,2022,3022.0,2706.0,316.0,41547,0.0076058439839218235,7.605843983921823
Gribskov,2023,2960.0,2523.0,437.0,41920,0.010424618320610687,10.424618320610687
Gribskov,2024,2653.0,2659.0,-6.0,41797,-0.00014355097255783908,-0.14355097255783908
Gribskov,2025,2836.0,2685.0,151.0,41787,0.0036135640270897646,3.6135640270897644
Guldborgsund,1992,4057.0,3976.0,81.0,63489,0.001275811557907669,1.275811557907669
Guldborgsund,1993,4214.0,4150.0,64.0,63441,0.0010088113365173941,1.008811336517394
Guldborgsund,1994,4452.0,4469.0,-17.0,63376,-0.0002682403433476395,-0.26824034334763946
Guldborgsund,1995,4479.0,4546.0,-67.0,63237,-0.001059506301690466,-1.059506301690466
Guldborgsund,1996,4632.0,4501.0,131.0,63357,0.0020676484050696844,2.0676484050696846
Guldborgsund,1997,4595.0,4536.0,59.0,63289,0.0009322315094250186,0.9322315094250186
Guldborgsund,1998,4629.0,4216.0,413.0,63300,0.006524486571879937,6.524486571879937
Guldborgsund,1999,4598.0,4331.0,267.0,63511,0.004203996158145833,4.203996158145833
Guldborgsund,2000,4719.0,4477.0,242.0,63509,0.0038104835535121007,3.8104835535121007
Guldborgsund,2001,4635.0,4232.0,403.0,63555,0.00634096451892062,6.34096451892062
Guldborgsund,2002,4519.0,4186.0,333.0,63814,0.005218290657222553,5.2182906572225525
Guldborgsund,2003,4608.0,4467.0,141.0,63901,0.0022065382388382028,2.2065382388382027
Guldborgsund,2004,4536.0,4477.0,59.0,63771,0.0009251854291135469,0.925185429113547
Guldborgsund,2005,4828.0,4668.0,160.0,63533,0.0025183762768954715,2.5183762768954714
Guldborgsund,2006,2985.0,2627.0,358.0,63451,0.005642149059904494,5.642149059904494
Guldborgsund,2007,2810.0,2644.0,166.0,63496,0.002614337911049515,2.614337911049515
Guldborgsund,2008,2567.0,2660.0,-93.0,63211,-0.001471262913100568,-1.471262913100568
Guldborgsund,2009,2413.0,2488.0,-75.0,62912,-0.0011921414038657172,-1.1921414038657172
Guldborgsund,2010,2427.0,2448.0,-21.0,62583,-0.00033555438377834234,-0.33555438377834235
Guldborgsund,2011,2310.0,2709.0,-399.0,61913,-0.0064445269975610935,-6.444526997561094
Guldborgsund,2012,2292.0,2684.0,-392.0,61322,-0.006392485567985389,-6.392485567985388
Guldborgsund,2013,2444.0,2468.0,-24.0,61007,-0.0003933974789778222,-0.39339747897782223
Guldborgsund,2014,2533.0,2628.0,-95.0,60829,-0.0015617550839237863,-1.5617550839237864
Guldborgsund,2015,2832.0,2690.0,142.0,60979,0.0023286705259187588,2.3286705259187586
Guldborgsund,2016,2817.0,2572.0,245.0,61257,0.003999542909381785,3.9995429093817854
Guldborgsund,2017,2734.0,2549.0,185.0,61219,0.0030219376337411587,3.0219376337411585
Guldborgsund,2018,2669.0,2655.0,14.0,60930,0.00022977186935828,0.22977186935828
Guldborgsund,2019,2767.0,2762.0,5.0,60722,8.234247883798294e-05,0.08234247883798294
Guldborgsund,2020,2877.0,2754.0,123.0,60328,0.002038854263360297,2.0388542633602973
Guldborgsund,2021,2875.0,2724.0,151.0,60310,0.00250373072458962,2.5037307245896203
Guldborgsund,2022,2678.0,2715.0,-37.0,60231,-0.0006143016054855473,-0.6143016054855472
Guldborgsund,2023,2473.0,2590.0,-117.0,59759,-0.001957864087417795,-1.9578640874177948
Guldborgsund,2024,2522.0,2571.0,-49.0,59350,-0.0008256107834877844,-0.8256107834877844
Guldborgsund,2025,2655.0,2557.0,98.0,59119,0.001657673505979465,1.657673505979465
Haderslev,1992,4202.0,4425.0,-223.0,52431,-0.004253208979420572,-4.253208979420572
Haderslev,1993,4272.0,4435.0,-163.0,52629,-0.0030971517604362615,-3.0971517604362617
Haderslev,1994,4533.0,4675.0,-142.0,52702,-0.0026943948996243027,-2.6943948996243026
Haderslev,1995,4789.0,4624.0,165.0,52856,0.0031216891176025427,3.1216891176025428
Haderslev,1996,4593.0,4760.0,-167.0,53306,-0.0031328555884891007,-3.1328555884891007
Haderslev,1997,4532.0,4905.0,-373.0,53499,-0.006972092936316567,-6.9720929363165665
Haderslev,1998,4541.0,5011.0,-470.0,53706,-0.00875134994227833,-8.751349942278331
Haderslev,1999,4410.0,4515.0,-105.0,53608,-0.0019586628861363977,-1.9586628861363977
Haderslev,2000,4170.0,4401.0,-231.0,53588,-0.004310666567141897,-4.310666567141897
Haderslev,2001,4266.0,4605.0,-339.0,53519,-0.00633419906948934,-6.33419906948934
Haderslev,2002,4347.0,4687.0,-340.0,53354,-0.006372530644375304,-6.3725306443753045
Haderslev,2003,4358.0,4535.0,-177.0,53260,-0.0033233195644010514,-3.3233195644010514
Haderslev,2004,4310.0,4520.0,-210.0,53230,-0.003945143715949653,-3.9451437159496527
Haderslev,2005,4383.0,4599.0,-216.0,53225,-0.004058243306716769,-4.0582433067167685
Haderslev,2006,2672.0,2808.0,-136.0,53096,-0.002561398222088293,-2.561398222088293
Haderslev,2007,2540.0,2681.0,-141.0,56414,-0.0024993795866274328,-2.4993795866274326
Haderslev,2008,2328.0,2575.0,-247.0,56508,-0.004371062504424152,-4.371062504424152
Haderslev,2009,2177.0,2409.0,-232.0,56346,-0.00411741738543996,-4.1174173854399605
Haderslev,2010,2204.0,2522.0,-318.0,56117,-0.005666732006343889,-5.666732006343889
Haderslev,2011,2416.0,2526.0,-110.0,56188,-0.001957713390759593,-1.957713390759593
Haderslev,2012,2405.0,2668.0,-263.0,56051,-0.004692155358512783,-4.692155358512783
Haderslev,2013,2434.0,2705.0,-271.0,55906,-0.004847422459127821,-4.847422459127821
Haderslev,2014,2434.0,2677.0,-243.0,55888,-0.004347981677640996,-4.3479816776409965
Haderslev,2015,2516.0,2760.0,-244.0,56029,-0.004354887647468275,-4.354887647468275
Haderslev,2016,2598.0,2771.0,-173.0,56045,-0.003086805245784637,-3.086805245784637
Haderslev,2017,2642.0,2796.0,-154.0,55963,-0.0027518181655736824,-2.7518181655736824
Haderslev,2018,2706.0,2863.0,-157.0,55857,-0.002810748876595592,-2.8107488765955924
Haderslev,2019,2681.0,2873.0,-192.0,55670,-0.003448895275731992,-3.4488952757319917
Haderslev,2020,2800.0,3014.0,-214.0,55376,-0.003864490031782722,-3.8644900317827218
Haderslev,2021,2811.0,3045.0,-234.0,55340,-0.00422840621611854,-4.2284062161185405
Haderslev,2022,2756.0,3124.0,-368.0,55353,-0.006648239481148266,-6.648239481148266
Haderslev,2023,2629.0,2731.0,-102.0,55438,-0.0018398932140409106,-1.8398932140409106
Haderslev,2024,2567.0,2693.0,-126.0,55354,-0.0022762582649853667,-2.276258264985367
Haderslev,2025,2513.0,2642.0,-129.0,55218,-0.0023361947191133325,-2.3361947191133323
Halsnæs,1992,1660.0,1517.0,143.0,27417,0.005215742057847321,5.215742057847321
Halsnæs,1993,1675.0,1533.0,142.0,27682,0.005129687161332274,5.129687161332274
Halsnæs,1994,1703.0,1515.0,188.0,27892,0.006740283952387781,6.740283952387781
Halsnæs,1995,1820.0,1584.0,236.0,28191,0.008371466070731793,8.371466070731794
Halsnæs,1996,1883.0,1610.0,273.0,28494,0.009580964413560749,9.580964413560748
Halsnæs,1997,1869.0,1627.0,242.0,28846,0.008389378076683076,8.389378076683077
Halsnæs,1998,1988.0,1640.0,348.0,29123,0.011949318408131031,11.949318408131031
Halsnæs,1999,1549.0,1558.0,-9.0,29609,-0.00030396163328717617,-0.3039616332871762
Halsnæs,2000,1750.0,1586.0,164.0,29583,0.005543724436331677,5.5437244363316776
Halsnæs,2001,1704.0,1524.0,180.0,29733,0.006053879527797397,6.053879527797397
Halsnæs,2002,1734.0,1661.0,73.0,29945,0.0024378026381699784,2.437802638169978
Halsnæs,2003,1819.0,1775.0,44.0,29984,0.0014674493062966916,1.4674493062966916
Halsnæs,2004,1827.0,1702.0,125.0,30089,0.004154342118382133,4.154342118382133
Halsnæs,2005,2096.0,1841.0,255.0,30253,0.008428916140548045,8.428916140548045
Halsnæs,2006,1769.0,1501.0,268.0,30513,0.008783141611772032,8.783141611772033
Halsnæs,2007,1488.0,1531.0,-43.0,30824,-0.0013950168699714508,-1.3950168699714507
Halsnæs,2008,1465.0,1416.0,49.0,31013,0.0015799825879469899,1.57998258794699
Halsnæs,2009,1444.0,1434.0,10.0,31077,0.0003217813817292531,0.32178138172925314
Halsnæs,2010,1421.0,1423.0,-2.0,31056,-6.439979392065946e-05,-0.06439979392065946
Halsnæs,2011,1416.0,1477.0,-61.0,30980,-0.0019690122659780504,-1.9690122659780505
Halsnæs,2012,1371.0,1506.0,-135.0,30803,-0.004382689997727494,-4.382689997727494
Halsnæs,2013,1459.0,1539.0,-80.0,30647,-0.0026103696936078573,-2.6103696936078573
Halsnæs,2014,1546.0,1498.0,48.0,30736,0.0015616866215512754,1.5616866215512752
Halsnæs,2015,1777.0,1585.0,192.0,31049,0.006183774034590486,6.183774034590487
Halsnæs,2016,1719.0,1626.0,93.0,31162,0.002984404081894615,2.984404081894615
Halsnæs,2017,1810.0,1827.0,-17.0,31168,-0.0005454312114989733,-0.5454312114989732
Halsnæs,2018,1814.0,1742.0,72.0,31271,0.0023024527517508235,2.3024527517508235
Halsnæs,2019,1847.0,1656.0,191.0,31384,0.0060859036451695134,6.085903645169513
Halsnæs,2020,1865.0,1852.0,13.0,31420,0.00041374920432845323,0.41374920432845325
Halsnæs,2021,1958.0,2001.0,-43.0,31344,-0.0013718734047983665,-1.3718734047983665
Halsnæs,2022,1868.0,1814.0,54.0,31466,0.0017161380537723256,1.7161380537723256
Halsnæs,2023,1702.0,1669.0,33.0,31515,0.0010471204188481676,1.0471204188481678
Halsnæs,2024,1740.0,1633.0,107.0,31633,0.003382543546296589,3.382543546296589
Halsnæs,2025,1734.0,1606.0,128.0,31738,0.0040330203541496,4.0330203541496
Hedensted,1992,1572.0,1510.0,62.0,41038,0.0015107948730444954,1.5107948730444953
Hedensted,1993,1487.0,1545.0,-58.0,41271,-0.0014053451576167284,-1.4053451576167284
Hedensted,1994,1759.0,1654.0,105.0,41269,0.002544282633453682,2.544282633453682
Hedensted,1995,1863.0,1806.0,57.0,41545,0.0013720062582741606,1.3720062582741606
Hedensted,1996,1954.0,1695.0,259.0,41987,0.0061685759878057494,6.16857598780575
Hedensted,1997,1913.0,1705.0,208.0,42392,0.004906586148329874,4.906586148329874
Hedensted,1998,1806.0,1629.0,177.0,42747,0.004140641448522703,4.140641448522703
Hedensted,1999,1848.0,1818.0,30.0,43228,0.0006939946331081707,0.6939946331081707
Hedensted,2000,1718.0,1684.0,34.0,43426,0.0007829410951964262,0.7829410951964262
Hedensted,2001,1600.0,1692.0,-92.0,43727,-0.0021039632263818693,-2.1039632263818695
Hedensted,2002,1574.0,1605.0,-31.0,43929,-0.000705684172186938,-0.705684172186938
Hedensted,2003,1839.0,1640.0,199.0,44132,0.004509199673706154,4.509199673706155
Hedensted,2004,1953.0,1789.0,164.0,44496,0.003685724559510967,3.685724559510967
Hedensted,2005,2121.0,1726.0,395.0,44951,0.008787346221441126,8.787346221441126
Hedensted,2006,2761.0,2294.0,467.0,45582,0.010245272256592514,10.245272256592514
Hedensted,2007,2621.0,2376.0,245.0,45561,0.005377406114878953,5.377406114878953
Hedensted,2008,2199.0,2186.0,13.0,45954,0.0002828915872394133,0.2828915872394133
Hedensted,2009,1992.0,2172.0,-180.0,45982,-0.003914575268583359,-3.914575268583359
Hedensted,2010,2018.0,2242.0,-224.0,45980,-0.004871683340582862,-4.871683340582862
Hedensted,2011,2099.0,2227.0,-128.0,46029,-0.002780855547589563,-2.7808555475895633
Hedensted,2012,2164.0,2395.0,-231.0,45868,-0.0050361908084067325,-5.036190808406732
Hedensted,2013,2028.0,2283.0,-255.0,45715,-0.005578037843158701,-5.578037843158701
Hedensted,2014,2276.0,2216.0,60.0,46091,0.0013017725803302163,1.3017725803302163
Hedensted,2015,2269.0,2497.0,-228.0,46206,-0.004934424100766134,-4.934424100766134
Hedensted,2016,2393.0,2428.0,-35.0,46524,-0.0007522998882297309,-0.7522998882297308
Hedensted,2017,2426.0,2541.0,-115.0,46616,-0.0024669641324867,-2.4669641324866998
Hedensted,2018,2512.0,2585.0,-73.0,46747,-0.0015615975356707383,-1.5615975356707383
Hedensted,2019,2591.0,2647.0,-56.0,46722,-0.0011985788279611318,-1.1985788279611318
Hedensted,2020,2870.0,2916.0,-46.0,46773,-0.0009834733713894768,-0.9834733713894768
Hedensted,2021,3050.0,2931.0,119.0,47099,0.002526592921293446,2.526592921293446
Hedensted,2022,2937.0,2802.0,135.0,47609,0.0028355983112436723,2.8355983112436722
Hedensted,2023,2593.0,2482.0,111.0,47725,0.002325825039287585,2.325825039287585
Hedensted,2024,2773.0,2442.0,331.0,48167,0.006871924761766355,6.871924761766355
Hedensted,2025,2754.0,2513.0,241.0,48578,0.004961093499114826,4.961093499114826
Helsingør,1992,2168.0,2437.0,-269.0,56794,-0.004736415818572384,-4.736415818572384
Helsingør,1993,2348.0,2323.0,25.0,56701,0.00044090933140508986,0.44090933140508987
Helsingør,1994,2528.0,2490.0,38.0,56785,0.00066919080743154,0.66919080743154
Helsingør,1995,2779.0,2357.0,422.0,56855,0.007422390291091372,7.422390291091372
Helsingør,1996,2860.0,2387.0,473.0,57421,0.008237404433917905,8.237404433917906
Helsingør,1997,2891.0,2572.0,319.0,58102,0.005490344566452102,5.490344566452102
Helsingør,1998,2740.0,2465.0,275.0,58645,0.004689231818569358,4.6892318185693584
Helsingør,1999,2814.0,2428.0,386.0,59092,0.006532187098084343,6.532187098084343
Helsingør,2000,2821.0,2330.0,491.0,59492,0.00825321051569959,8.253210515699589
Helsingør,2001,2699.0,2350.0,349.0,60131,0.005803994611764314,5.803994611764314
Helsingør,2002,2567.0,2539.0,28.0,60546,0.00046245829617150595,0.46245829617150597
Helsingør,2003,2733.0,2491.0,242.0,60569,0.0039954432135250705,3.9954432135250704
Helsingør,2004,2828.0,2498.0,330.0,60927,0.005416317888620808,5.416317888620808
Helsingør,2005,2699.0,2606.0,93.0,61295,0.0015172526307202872,1.5172526307202872
Helsingør,2006,2340.0,2651.0,-311.0,61340,-0.005070101075970003,-5.070101075970003
Helsingør,2007,2120.0,2270.0,-150.0,60844,-0.002465321149168365,-2.465321149168365
Helsingør,2008,2338.0,2226.0,112.0,61053,0.0018344716885329141,1.8344716885329142
Helsingør,2009,2500.0,2390.0,110.0,61143,0.0017990612171466889,1.7990612171466889
Helsingør,2010,2445.0,2268.0,177.0,61368,0.0028842393429800548,2.8842393429800546
Helsingør,2011,2373.0,2334.0,39.0,61493,0.0006342185289382531,0.6342185289382531
Helsingør,2012,2478.0,2444.0,34.0,61613,0.0005518315939817896,0.5518315939817896
Helsingør,2013,2621.0,2645.0,-24.0,61519,-0.0003901233765178238,-0.3901233765178238
Helsingør,2014,2680.0,2606.0,74.0,61632,0.00120067497403946,1.20067497403946
Helsingør,2015,3032.0,2798.0,234.0,62092,0.003768601430135927,3.768601430135927
Helsingør,2016,3076.0,2926.0,150.0,62443,0.002402190798007783,2.402190798007783
Helsingør,2017,3154.0,3035.0,119.0,62686,0.0018983505088855566,1.8983505088855566
Helsingør,2018,2982.0,2937.0,45.0,62567,0.0007192289865264437,0.7192289865264437
